Source,Country,ISO3,ISO2,ADMIN1_NAME,ADMIN1_CODE,ADMIN2_NAME,ADMIN2_CODE,Eval_UNIT,IU_NAME_reported,IU_ID_reported,IU_NAME_2018_spatial,IU_id_2018_spatial,Sub_District,Subdistrict_ID,LocationName,SiteID,LocationType,longitude,latitude,Georeliability,SurveyYear,SurveyMonth,Age_start,Age_end,Survey_type,Diagnostic_type,Diagnostic_method,dgx_level,Examined,Positive,Prevalence,Perc_HighInfection,Perc_ModerateInfection,Species,SpeciesType,Quality,Dups,best_prev,serial_number,citation,publication_year,Composite_IU_ID
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Kasenda,63301,,30.297000000000001,0.432,1,2007,,null,null,,Parasitological,Kato-Katz,1,60,21,35,null,null,mansoni,intestinal,1,3,1,36566,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Kasenda,63300,,30.297000000000001,0.432,1,2006,,null,null,,Parasitological,Kato-Katz,1,14,2,14.289999999999999,null,null,mansoni,intestinal,1,3,0,38381,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Katingi P/S,18883,,33.175179999999997,1.87656,4,2011,,null,null,,Parasitological,Kato-Katz,1,51,0,0,null,null,mansoni,intestinal,1,4,1,38378,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Katiti P/S,18884,,33.395449999999997,1.77826,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,3,6,null,null,mansoni,intestinal,1,4,1,38374,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Kibimo P/S,18885,,33.270440000000001,1.681,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,0,0,null,null,mansoni,intestinal,1,4,1,38359,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Kifuruka,63303,,30.292999999999999,0.55200000000000005,1,2006,,null,null,,Parasitological,Kato-Katz,1,6,1,16.670000000000002,null,null,mansoni,intestinal,1,0,1,38367,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Kitere P/S,63304,,30.274999999999999,0.58999999999999997,1,2010,,null,null,,Parasitological,Kato-Katz,1,20,0,0,null,null,mansoni,intestinal,1,4,1,38369,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Lyantonde,49776,,,Lyatonde,63305,,31.157,-0.408,1,2006,,null,null,,Parasitological,Kato-Katz,1,17,5,29.41,null,null,mansoni,intestinal,1,0,1,36565,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Mituuli P/S,63306,,30.274999999999999,0.55200000000000005,1,2010,,null,null,,Parasitological,Kato-Katz,1,25,0,0,null,null,mansoni,intestinal,1,4,1,38362,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Mountain Of The Moon Army P/S,63307,,30.274999999999999,0.66900000000000004,1,2010,,null,null,,Parasitological,Kato-Katz,1,15,0,0,null,null,mansoni,intestinal,1,4,1,38375,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Napyanga P/S,18886,,33.273969999999998,1.6535599999999999,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,8,16,null,null,mansoni,intestinal,1,4,1,38371,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Ntanda Com,63308,,30.274999999999999,0.58499999999999996,1,2010,,null,null,,Parasitological,Kato-Katz,1,63,2,3.1699999999999999,null,null,mansoni,intestinal,1,4,1,36561,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Masindi,49778,,,Nyabweya P/S,63309,,31.550000000000001,1.677,1,2010,,null,null,,Parasitological,Kato-Katz,1,22,13,59.090000000000003,null,null,mansoni,intestinal,1,4,1,38383,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Nyamirima Com,63310,,30.318000000000001,0.52000000000000002,1,2010,,null,null,,Parasitological,Kato-Katz,1,97,9,9.2799999999999994,null,null,mansoni,intestinal,1,4,1,38363,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kaberamaido,49743,,,Ochero P/S,18887,,33.015000000000001,1.6799999999999999,1,2011,,null,null,,Parasitological,Kato-Katz,1,51,1,1.96,null,null,mansoni,intestinal,1,4,1,38380,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Okanyobir Com,18888,,33.22383,1.6976599999999999,4,2011,,null,null,,Parasitological,Kato-Katz,1,49,4,8.1600000000000001,null,null,mansoni,intestinal,1,4,1,38368,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Okile P/S,18889,,33.141860000000001,1.6616299999999999,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,5,10,null,null,mansoni,intestinal,1,4,1,38365,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Okola P/S,18890,,33.003990000000002,1.5828199999999999,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,22,44,null,null,mansoni,intestinal,1,4,1,38370,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,,null,,,Omodoi P/S,18891,,33.359850000000002,1.70042,4,2011,,null,null,,Parasitological,Kato-Katz,1,50,9,18,null,null,mansoni,intestinal,1,4,1,38373,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Rubanda,49821,,,Rutoma P/S,63311,,29.899999999999999,-1.067,1,2010,,null,null,,Parasitological,Kato-Katz,1,23,0,0,null,null,mansoni,intestinal,1,4,1,38377,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Western Region,5167,Kabarole,49742,null,KABAROLE,49742,Kabarole,49742,,,Rweteera P/S,63312,,30.329000000000001,0.502,1,2010,,null,null,,Parasitological,Kato-Katz,1,18,0,0,null,null,mansoni,intestinal,1,4,1,38364,,null,AUGA0516749742
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Abirabila P/S,63313,,33.22383,1.6976599999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,6,12,null,null,mansoni,intestinal,1,4,1,36569,,null,AUGA0516149743
GAHI,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Serere,49812,,,Agwara Port,UGA0016,,33.098999999999997,1.4970000000000001,1,2005,,5,16,,Parasitological,Kato-Katz,1,63,37,58.729999999999997,null,null,mansoni,intestinal,1,2,1,78462,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Akampala Com,63315,,32.991419999999998,1.5383599999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,51,22,43.140000000000001,null,null,mansoni,intestinal,1,4,1,36576,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Katingi P/S,63317,,33.175179999999997,1.87656,3,2011,,null,null,,Parasitological,Kato-Katz,1,51,0,0,null,null,mansoni,intestinal,1,4,1,36579,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Katiti P/S,63318,,33.395449999999997,1.77826,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,3,6,null,null,mansoni,intestinal,1,4,1,36575,,null,AUGA0516149743
GAHI,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Doya,UGA0016,,33.088999999999999,1.6333299999999999,3,2005,,5,16,,Parasitological,Kato-Katz,1,62,15,24.190000000000001,null,null,mansoni,intestinal,1,2,1,78377,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Kibimo P/S,63319,,33.270000000000003,1.681,1,2011,,null,null,,Parasitological,Kato-Katz,1,50,0,0,null,null,mansoni,intestinal,1,4,1,36573,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Napyanga P/S,63320,,33.273969999999998,1.6535599999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,8,16,null,null,mansoni,intestinal,1,4,1,36574,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Ochero P/S,63321,,33.015000000000001,1.6799999999999999,1,2011,,null,null,,Parasitological,Kato-Katz,1,51,1,1.96,null,null,mansoni,intestinal,1,4,1,36580,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Okanyobir Com,63322,,33.22383,1.6976599999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,49,3,6.1200000000000001,null,null,mansoni,intestinal,1,4,1,36571,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Okile P/S,63323,,33.141860000000001,1.6616299999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,5,10,null,null,mansoni,intestinal,1,4,1,36572,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Okola P/S,63324,,33.003990000000002,1.5828199999999999,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,19,38,null,null,mansoni,intestinal,1,4,1,36568,,null,AUGA0516149743
AFRO,Uganda,UGA,UG,Eastern Region,5161,Kaberamaido,49743,null,KABERAMAIDO,49743,Kaberamaido,49743,,,Omodoi P/S,63325,,33.359850000000002,1.70042,3,2011,,null,null,,Parasitological,Kato-Katz,1,50,4,8,null,null,mansoni,intestinal,1,4,1,36578,,null,AUGA0516149743
GAHI,Uganda,UGA,UG,Northern Region,5183,Kabong,49744,null,KABONG,49744,,null,,,Kathile,UGA0016,,34.0777,3.6461000000000001,4,1998,,6,15,,Parasitological,Kato-Katz,1,39,0,0,null,null,mansoni,intestinal,3,2,1,78396,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0518349744
AFRO,Uganda,UGA,UG,Northern Region,5183,Kabong,49744,null,KABONG,49744,,null,,,Kyabihinga,18863,,null,null,99,1951,,null,null,,Parasitological,Kato-Katz,1,48,14,29.170000000000002,null,null,mansoni,intestinal,3,0,1,38326,,null,AUGA0518349744
GAHI,Uganda,UGA,UG,Northern Region,5183,Kabong,49744,null,KABONG,49744,,null,,,Pajar,UGA0016,,34.140000000000001,3.5024299999999999,4,1998,,5,16,,Parasitological,Kato-Katz,1,58,0,0,null,null,mansoni,intestinal,3,2,1,78540,"Kabatereine NB, Tukahebwa EM, Kazibwe F, Twa-Twa JM, Barenzi JF, Zaramba S, Stothard JR, Fenwick A, Brooker S (2005) Soil-transmitted helminthiasis in Uganda: epidemiology and cost of control. Trop Med Int Health, 10:1187-1189.",2005,AUGA0518349744
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Wakiso,49815,,,Banga,63326,,32.459000000000003,8.0000000000000002E-2,1,2009,,null,null,,Parasitological,Kato-Katz,1,7,0,0,null,null,mansoni,intestinal,1,0,1,37342,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bosa,63327,,32.356369999999998,-0.24036,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,1,16.670000000000002,null,null,mansoni,intestinal,1,0,1,36589,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bridge Of Hope,UGA0029,,32.284500000000001,-0.32222,3,2008,,6,16,,Parasitological,Kato-Katz,1,18,5,27.780000000000001,null,null,mansoni,intestinal,1,2,1,74467,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bridge Of Hope,UGA0029,,32.284500000000001,-0.32222,3,2008,,6,16,,Serological,CCA,4,18,0,0,null,null,haematobium,urogenital,1,2,0,74468,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bridge Of Hope,63328,,32.284500000000001,-0.32222,3,2008,,null,null,,Other,not specified,5,18,0,0,null,null,haematobium,urogenital,3,2,0,39145,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bubeke,UGA0029,,32.591000000000001,-0.322,1,2008,,6,16,,Parasitological,Kato-Katz,1,13,2,15.380000000000001,null,null,mansoni,intestinal,1,2,1,74493,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bubeke,UGA0029,,32.591000000000001,-0.322,1,2008,,6,16,,Serological,CCA,4,13,0,0,null,null,haematobium,urogenital,1,2,0,74494,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bubeke,63329,,32.591000000000001,-0.322,1,2008,,null,null,,Other,not specified,5,13,0,0,null,null,haematobium,urogenital,3,2,0,39142,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Bufumira,63330,,32.383000000000003,-0.333,1,2005,,null,null,,Parasitological,Kato-Katz,1,28,16,57.140000000000001,null,null,mansoni,intestinal,1,0,1,36581,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Buggala,18892,,32.307299999999998,-0.533,3,2009,,null,null,,Parasitological,Kato-Katz,1,13,0,0,null,null,mansoni,intestinal,1,0,1,36706,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Buikwe,49725,,,Bugoma,UGA0029,,33.033999999999999,0.432,1,2008,,6,16,,Parasitological,Kato-Katz,1,16,9,56.25,null,null,mansoni,intestinal,1,2,1,74445,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Buikwe,49725,,,Bugoma,UGA0029,,33.033999999999999,0.432,1,2008,,6,16,,Serological,CCA,4,16,0,0,null,null,haematobium,urogenital,1,2,0,74446,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Buikwe,49725,,,Bugoma,63331,,33.033999999999999,0.432,1,2008,,null,null,,Other,not specified,5,16,0,0,null,null,haematobium,urogenital,3,2,0,39143,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kampala,49759,,,Bukasa,63332,,32.621000000000002,0.29899999999999999,1,2009,,null,null,,Parasitological,Kato-Katz,1,9,0,0,null,null,mansoni,intestinal,1,0,1,36582,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kampala,49759,,,Buziga,63333,,32.616,0.26900000000000002,2,2009,,null,null,,Parasitological,Kato-Katz,1,7,2,28.57,null,null,mansoni,intestinal,1,0,1,37338,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Dajje,63334,,32.286850000000001,-0.47051,3,2009,,null,null,,Parasitological,Kato-Katz,1,8,0,0,null,null,mansoni,intestinal,1,0,1,37330,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kachanga,63335,,32.293840000000003,-0.17993,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,4,66.670000000000002,null,null,mansoni,intestinal,1,0,1,37321,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kafuna,63336,,32.372,-0.264,1,2009,,null,null,,Parasitological,Kato-Katz,1,11,3,27.27,null,null,mansoni,intestinal,1,0,1,37329,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kagolomolo,63337,,32.199629999999999,-0.31496,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,0,0,null,null,mansoni,intestinal,1,0,1,37332,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kampala,49759,,,Kamwanyi,63338,,32.652999999999999,0.29499999999999998,1,2009,,null,null,,Parasitological,Kato-Katz,1,4,0,0,null,null,mansoni,intestinal,1,0,1,37324,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Kananansi,63339,,32.142769999999999,-0.51804,3,2009,,null,null,,Parasitological,Kato-Katz,1,7,0,0,null,null,mansoni,intestinal,1,0,1,37343,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Kasamba,63340,,32.159910000000004,-0.48146,3,2009,,null,null,,Parasitological,Kato-Katz,1,10,1,10,null,null,mansoni,intestinal,1,0,1,37335,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kasekulo,63341,,32.18468,-0.23807,3,2009,,null,null,,Parasitological,Kato-Katz,1,5,1,20,null,null,mansoni,intestinal,1,0,1,36584,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Wakiso,49815,,,Kasenyi,63342,,32.518000000000001,5.6000000000000001E-2,1,2009,,null,null,,Parasitological,Kato-Katz,1,7,0,0,null,null,mansoni,intestinal,1,4,1,37334,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kazira,UGA0029,,32.193600000000004,-0.32284,3,2008,,6,16,,Parasitological,Kato-Katz,1,19,2,10.529999999999999,null,null,mansoni,intestinal,1,2,1,74460,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kazira,UGA0029,,32.193600000000004,-0.32284,3,2008,,6,16,,Serological,CCA,4,19,0,0,null,null,haematobium,urogenital,1,2,0,74459,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kazira,63343,,32.193600000000004,-0.32284,3,2008,,null,null,,Other,not specified,5,19,0,0,null,null,haematobium,urogenital,3,2,0,39144,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Luwero,49774,,,Kibanga,63345,,32.732999999999997,0.73299999999999998,1,2009,,null,null,,Parasitological,Kato-Katz,1,7,3,42.859999999999999,null,null,mansoni,intestinal,1,3,1,37320,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Luwero,49774,,,Kibanga,UGA0029,,32.732999999999997,0.73299999999999998,1,2008,,6,16,,Serological,CCA,4,14,0,0,null,null,haematobium,urogenital,1,2,0,74476,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Luwero,49774,,,Kibanga,UGA0029,,32.732999999999997,0.73299999999999998,1,2008,,6,16,,Parasitological,Kato-Katz,1,14,4,28.57,null,null,mansoni,intestinal,1,2,0,74475,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Luwero,49774,,,Kibanga,63344,,32.732999999999997,0.73299999999999998,1,2008,,null,null,,Other,not specified,5,14,0,0,null,null,haematobium,urogenital,3,2,0,38410,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Kikuyege,63346,,32.318550000000002,-0.44475,3,2009,,null,null,,Parasitological,Kato-Katz,1,4,0,0,null,null,mansoni,intestinal,1,0,1,36583,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Kivunza,63347,,32.309220000000003,-0.41439,3,2009,,null,null,,Parasitological,Kato-Katz,1,5,3,60,null,null,mansoni,intestinal,1,0,1,37336,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Kusu,63348,,32.441980000000001,-0.35687,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,1,16.670000000000002,null,null,mansoni,intestinal,1,0,1,36588,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Kuuye,18893,,null,null,99,2009,,null,null,,Parasitological,Kato-Katz,1,16,2,12.5,null,null,mansoni,intestinal,1,0,1,37322,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Luku,63349,,32.067039999999999,-0.24923,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,1,16.670000000000002,null,null,mansoni,intestinal,1,0,1,37333,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Lulindi,63350,,32.413420000000002,-0.36561,3,2009,,null,null,,Parasitological,Kato-Katz,1,9,5,55.560000000000002,null,null,mansoni,intestinal,1,0,1,37351,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Lutoboka,63351,,32.292999999999999,-0.31,1,2009,,null,null,,Parasitological,Kato-Katz,1,10,2,20,null,null,mansoni,intestinal,1,0,1,37341,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Luwungulu,63352,,32.167000000000002,-0.417,1,2009,,null,null,,Parasitological,Kato-Katz,1,4,0,0,null,null,mansoni,intestinal,1,0,1,37331,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Lwabana,63353,,32.178240000000002,-0.4955,3,2009,,null,null,,Parasitological,Kato-Katz,1,9,0,0,null,null,mansoni,intestinal,1,0,1,37325,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,,null,,,Misonzi,63354,,32.329999999999998,-0.198,1,2009,,null,null,,Parasitological,Kato-Katz,1,13,6,46.149999999999999,null,null,mansoni,intestinal,1,0,1,36707,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mukaka,63355,,32.47824,-0.37258,3,2009,,null,null,,Parasitological,Kato-Katz,1,6,2,33.329999999999998,null,null,mansoni,intestinal,1,0,1,37340,,null,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mulabana,UGA0029,,32.227899999999998,-0.43865,3,2008,,6,16,,Parasitological,Kato-Katz,1,17,9,52.939999999999998,null,null,mansoni,intestinal,1,2,1,74458,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
GAHI,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mulabana,UGA0029,,32.227899999999998,-0.43865,3,2008,,6,16,,Serological,CCA,4,17,0,0,null,null,haematobium,urogenital,1,2,0,74457,Stothard JR (2008) Unpublished data contributed by author.,2008,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mulabana,63356,,32.227899999999998,-0.43865,3,2008,,null,null,,Other,not specified,5,17,0,0,null,null,haematobium,urogenital,3,2,0,38412,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mutambala,63357,,32.149470000000001,-0.32341,3,2009,,null,null,,Parasitological,Kato-Katz,1,2,0,0,null,null,mansoni,intestinal,1,0,1,37344,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Mwena,63358,,32.310139999999997,-0.32827,3,2009,,null,null,,Parasitological,Kato-Katz,1,5,1,20,null,null,mansoni,intestinal,1,0,1,37347,,null,AUGA0516249745
AFRO,Uganda,UGA,UG,Central Region,5162,Kalangala,49745,null,KALANGALA,49745,Kalangala,49745,,,Nakatiba,63359,,32.148719999999997,-0.51674,3,2009,,null,null,,Parasitological,Kato-Katz,1,4,0,0,null,null,mansoni,intestinal,1,0,1,37345,,null,AUGA0516249745
